input_time,input_voltage,output_time,output_voltage
2024-05-01 05:45:00,0.12723270481573487,2024-05-01 06:04:00,0.12033541665407405
2024-05-01 06:00:00,0.14255969951033903,2024-05-01 06:09:00,0.11775194968327361
2024-05-01 06:15:00,0.11401595997371489,2024-05-01 06:31:00,0.10740370387647057
2024-05-01 06:30:00,0.138792677980297,2024-05-01 07:11:00,0.12875170929603
2024-05-01 06:45:00,0.14582997357105784,2024-05-01 07:31:00,0.12252631170912116
2024-05-01 07:00:00,0.13845448495879975,2024-05-01 07:50:00,0.1256043202724735
2024-05-01 07:15:00,0.1458686533636443,2024-05-01 07:54:00,0.11918642097904197
2024-05-01 07:30:00,0.15631083963907555,2024-05-01 07:33:00,0.14511861633709575
2024-05-01 07:45:00,0.12780856591184536,2024-05-01 07:53:00,0.10776051940224504
2024-05-01 08:00:00,0.11500740338423232,2024-05-01 08:06:00,0.10115582840237416
2024-05-01 08:15:00,0.14709337478496354,2024-05-01 08:36:00,0.12332351221653015
2024-05-01 08:30:00,0.14425875704831206,2024-05-01 08:35:00,0.12741016144151587
2024-05-01 08:45:00,0.11822441980094028,2024-05-01 09:41:00,0.1038140756678269
2024-05-01 09:00:00,0.15695737467714876,2024-05-01 09:13:00,0.1398939420954569
2024-05-01 09:15:00,0.14039717470211668,2024-05-01 09:33:00,0.11958812694208007
2024-05-01 09:30:00,0.14860652846647338,2024-05-01 09:35:00,0.13092418593155333
2024-05-01 09:45:00,0.11030593073250212,2024-05-01 09:50:00,0.10332947116960572
2024-05-01 10:00:00,0.13336191252526627,2024-05-01 10:08:00,0.11799830121495325
2024-05-01 10:15:00,0.11026583137549026,2024-05-01 10:25:00,0.10162028696675808
2024-05-01 10:30:00,0.13728889064686195,2024-05-01 11:00:00,0.12716805275076606
2024-05-01 10:45:00,0.15334709138312036,2024-05-01 11:32:00,0.14418006300015848
2024-05-01 11:00:00,0.1225612134873975,2024-05-01 11:08:00,0.10952107119159372
2024-05-01 11:15:00,0.11313411306149705,2024-05-01 11:33:00,0.09386676395659363
2024-05-01 11:30:00,0.12295583647511064,2024-05-01 11:50:00,0.10406248362146561
2024-05-01 11:45:00,0.12181990187976317,2024-05-01 11:59:00,0.10337524605218328
2024-05-01 12:00:00,0.143654236001391,2024-05-01 12:56:00,0.12804447484638343
2024-05-01 12:15:00,0.15107335310483325,2024-05-01 12:46:00,0.12987532412543884
2024-05-01 12:30:00,0.1360562845436703,2024-05-01 12:34:00,0.12275470479562704
2024-05-01 12:45:00,0.15000408663358183,2024-05-01 13:16:00,0.12458721594845648
2024-05-01 13:00:00,0.13377969213429994,2024-05-01 13:38:00,0.12590552721444634
2024-05-01 13:15:00,0.11152774863425147,2024-05-01 13:22:00,0.09947133272786528
2024-05-01 13:30:00,0.14796279739057486,2024-05-01 13:48:00,0.12913691940600797
2024-05-01 13:45:00,0.1598210780072549,2024-05-01 14:33:00,0.14712049607867608
2024-05-01 14:00:00,0.15397956406719596,2024-05-01 14:47:00,0.12428494849680191
2024-05-01 14:15:00,0.15475098503232185,2024-05-01 14:42:00,0.14634700960955768
2024-05-01 14:30:00,0.11186952428324946,2024-05-01 15:29:00,0.09321894027285578
2024-05-01 14:45:00,0.14687990114538504,2024-05-01 15:10:00,0.12426626737063247
2024-05-01 15:00:00,0.14326373023982036,2024-05-01 15:48:00,0.1320983219175723
2024-05-01 15:15:00,0.12117572933544905,2024-05-01 16:10:00,0.10089365786199657
2024-05-01 15:30:00,0.15017795009200935,2024-05-01 15:57:00,0.1408454110277137
2024-05-01 15:45:00,0.15133779443970274,2024-05-01 16:18:00,0.12419872460551606
2024-05-01 16:00:00,0.12951354130188347,2024-05-01 16:12:00,0.11531812442779366
2024-05-01 16:15:00,0.11468454202963706,2024-05-01 16:48:00,0.1007490019221357
2024-05-01 16:30:00,0.13366739088605462,2024-05-01 17:28:00,0.12045848040111726
2024-05-01 16:45:00,0.11631302478445718,2024-05-01 17:24:00,0.10628908031826674
2024-05-01 17:00:00,0.12743927259004129,2024-05-01 17:27:00,0.11640820390474493
2024-05-01 17:15:00,0.10065804635851257,2024-05-01 18:07:00,0.09127256363597717
2024-05-01 17:30:00,0.11560407747043731,2024-05-01 17:31:00,0.09755025006339008
2024-05-01 17:45:00,0.15878219818331865,2024-05-01 18:31:00,0.13050323126850336
2024-05-01 18:00:00,0.10813391148154235,2024-05-01 18:12:00,0.08731728736555139
2024-05-01 18:15:00,0.10098706358799978,2024-05-01 18:26:00,0.09579218719232654
2024-05-01 18:30:00,0.12343580283446542,2024-05-01 19:07:00,0.1044181687743
2024-05-01 18:45:00,0.12546507548571237,2024-05-01 19:35:00,0.11078530839639
2024-05-01 19:00:00,0.1598001484415989,2024-05-01 19:37:00,0.14832837755014133
2024-05-01 19:15:00,0.15266347925124935,2024-05-01 19:54:00,0.12430953110200636
2024-05-01 19:30:00,0.13844173114057667,2024-05-01 19:33:00,0.1173533417663314
2024-05-01 19:45:00,0.10803018192281247,2024-05-01 20:01:00,0.1024026534275555
2024-05-01 20:00:00,0.14614114169764356,2024-05-01 20:42:00,0.13225466471369107
2024-05-01 20:15:00,0.14023474443784886,2024-05-01 20:33:00,0.11410710145229418
2024-05-01 20:30:00,0.12665721753949966,2024-05-01 21:19:00,0.1068929601763376
2024-05-01 20:45:00,0.11766518041694349,2024-05-01 21:30:00,0.10056889844622213
2024-05-01 21:00:00,0.149079467234632,2024-05-01 21:29:00,0.12272446627142287
2024-05-01 21:15:00,0.12529540705565484,2024-05-01 22:01:00,0.1054328334761171
2024-05-01 21:30:00,0.12458257113433518,2024-05-01 22:05:00,0.10571358824038708
2024-05-01 21:45:00,0.14965825048882184,2024-05-01 22:44:00,0.13782699581164073
2024-05-01 22:00:00,0.11942587374363298,2024-05-01 22:12:00,0.1016030981100259
2024-05-01 22:15:00,0.10219467781869006,2024-05-01 22:42:00,0.08767432972882928
2024-05-01 22:30:00,0.1578971935750886,2024-05-01 22:50:00,0.1370493653329281
2024-05-01 22:45:00,0.1459642207662295,2024-05-01 23:44:00,0.13345985371340455
2024-05-01 23:00:00,0.15811378106271748,2024-05-01 23:29:00,0.1285549008327648
2024-05-01 23:15:00,0.10752228958049717,2024-05-01 23:25:00,0.09656386722925688
2024-05-01 23:30:00,0.10948680978403956,2024-05-02 00:19:00,0.10061990200896682
2024-05-01 23:45:00,0.10401192042479991,2024-05-02 00:11:00,0.08947855808202956
2024-05-02 00:00:00,0.14437148014291826,2024-05-02 00:31:00,0.11798988206384298
2024-05-02 00:15:00,0.11865530217125,2024-05-02 00:32:00,0.10271998938771205
2024-05-02 00:30:00,0.1363060905873591,2024-05-02 01:17:00,0.12765122785816957
2024-05-02 00:45:00,0.10290734618151677,2024-05-02 01:06:00,0.0829439054603152
2024-05-02 01:00:00,0.14720851220221037,2024-05-02 01:47:00,0.1252713359727558
2024-05-02 01:15:00,0.11470955805112586,2024-05-02 01:39:00,0.09450261365193532
2024-05-02 01:30:00,0.13585507278664907,2024-05-02 02:13:00,0.12866349806233485
2024-05-02 01:45:00,0.1476579083834763,2024-05-02 02:35:00,0.13723905097859107
2024-05-02 02:00:00,0.10159152173942923,2024-05-02 02:09:00,0.08226573720949978
2024-05-02 02:15:00,0.1539424746585727,2024-05-02 02:43:00,0.14319679541765262
2024-05-02 02:30:00,0.1253631187722864,2024-05-02 02:54:00,0.10853402352193871
2024-05-02 02:45:00,0.14912443824712063,2024-05-02 03:33:00,0.13867042983651826
2024-05-02 03:00:00,0.10049891943526426,2024-05-02 03:36:00,0.08078202650621197
2024-05-02 03:15:00,0.14986665338923158,2024-05-02 03:19:00,0.13532240693026906
2024-05-02 03:30:00,0.11851943957654129,2024-05-02 03:48:00,0.10215318589429179
2024-05-02 03:45:00,0.10700252509014722,2024-05-02 03:57:00,0.09737967058561851
2024-05-02 04:00:00,0.13374574936442093,2024-05-02 04:30:00,0.12086034063723336
2024-05-02 04:15:00,0.154355286037509,2024-05-02 05:07:00,0.14344720252680848
2024-05-02 04:30:00,0.10766343431366611,2024-05-02 05:02:00,0.09208128055951345
2024-05-02 04:45:00,0.144707659018104,2024-05-02 05:20:00,0.12160506340507307
2024-05-02 05:00:00,0.12919421390104546,2024-05-02 05:38:00,0.10616281540146916
2024-05-02 05:15:00,0.1520965314557755,2024-05-02 05:36:00,0.12271031141107969
2024-05-02 05:30:00,0.15734988116879,2024-05-02 05:46:00,0.126331854473727
2024-05-02 05:45:00,0.14991073071673397,2024-05-02 06:40:00,0.12191013871074632
2024-05-02 06:00:00,0.13372657943592092,2024-05-02 06:46:00,0.12196177940554725
2024-05-02 06:15:00,0.11179257101072221,2024-05-02 07:00:00,0.09584682291383488
2024-05-02 06:30:00,0.12754561789537974,2024-05-02 07:02:00,0.11784640228389275
2024-05-02 06:45:00,0.11390416639078757,2024-05-02 07:24:00,0.10369867791311621
2024-05-02 07:00:00,0.1269910704769167,2024-05-02 07:01:00,0.11309857905580192
2024-05-02 07:15:00,0.10514463967147682,2024-05-02 07:45:00,0.09220447632754968
2024-05-02 07:30:00,0.10382265789717894,2024-05-02 07:42:00,0.08929925028799802
2024-05-02 07:45:00,0.12477240601494743,2024-05-02 07:55:00,0.11538296439884228
2024-05-02 08:00:00,0.12616029805037593,2024-05-02 08:08:00,0.11821631217562388
2024-05-02 08:15:00,0.11771536607421873,2024-05-02 08:42:00,0.10371125737601285
2024-05-02 08:30:00,0.1089276909469308,2024-05-02 08:37:00,0.09879524628585079
2024-05-02 08:45:00,0.12734099497078336,2024-05-02 09:19:00,0.11318781167141341
2024-05-02 09:00:00,0.12989286943874936,2024-05-02 09:12:00,0.110523858504418
2024-05-02 09:15:00,0.13578672600229333,2024-05-02 09:26:00,0.12302472970412603
2024-05-02 09:30:00,0.1068502581491007,2024-05-02 09:40:00,0.08619734748350835
2024-05-02 09:45:00,0.14352171409146297,2024-05-02 10:01:00,0.1293360255009092
2024-05-02 10:00:00,0.11245552495242532,2024-05-02 10:51:00,0.10117006817180851
2024-05-02 10:15:00,0.15854901546259753,2024-05-02 10:35:00,0.1356685103813561
2024-05-02 10:30:00,0.11976435958441187,2024-05-02 10:53:00,0.10584943526699107
2024-05-02 10:45:00,0.15010326698912116,2024-05-02 11:32:00,0.13143856413739002
2024-05-02 11:00:00,0.1084789468216356,2024-05-02 11:52:00,0.09528142722205514
2024-05-02 11:15:00,0.10718434522241634,2024-05-02 11:52:00,0.08680700122302816
2024-05-02 11:30:00,0.14246088106647609,2024-05-02 11:58:00,0.13480293926780157
2024-05-02 11:45:00,0.11349419047629833,2024-05-02 12:30:00,0.09565494865813542
2024-05-02 12:00:00,0.1093359240519219,2024-05-02 12:51:00,0.09939116377278433
2024-05-02 12:15:00,0.1405027227595857,2024-05-02 12:41:00,0.13242315078245603
2024-05-02 12:30:00,0.1214596034121666,2024-05-02 13:03:00,0.09885560181498947
2024-05-02 12:45:00,0.14989937584955282,2024-05-02 12:50:00,0.1410916991107644
2024-05-02 13:00:00,0.15771244696649,2024-05-02 13:18:00,0.13480353489744717
2024-05-02 13:15:00,0.12446858652717784,2024-05-02 13:35:00,0.10101611353263594
2024-05-02 13:30:00,0.14599556531159882,2024-05-02 13:46:00,0.1353097802110457
2024-05-02 13:45:00,0.13006044687947435,2024-05-02 14:25:00,0.1129873654444843
2024-05-02 14:00:00,0.14869833240972166,2024-05-02 14:43:00,0.12258925778562288
2024-05-02 14:15:00,0.13782481808357952,2024-05-02 14:31:00,0.12632658586476656
2024-05-02 14:30:00,0.11103002130265827,2024-05-02 14:40:00,0.09793460806331952
2024-05-02 14:45:00,0.1472456391759368,2024-05-02 14:57:00,0.12221866799506247
2024-05-02 15:00:00,0.11316660789851578,2024-05-02 15:04:00,0.10009923894530251
2024-05-02 15:15:00,0.13024037382317483,2024-05-02 15:19:00,0.11102738908825535
2024-05-02 15:30:00,0.13644438325629885,2024-05-02 16:01:00,0.12925925490444334
2024-05-02 15:45:00,0.15601580456045888,2024-05-02 16:05:00,0.13419128234585953
2024-05-02 16:00:00,0.10963898407576395,2024-05-02 16:01:00,0.09775876321114255
2024-05-02 16:15:00,0.12724158869359334,2024-05-02 16:46:00,0.11410583189535123
2024-05-02 16:30:00,0.12128038899253005,2024-05-02 16:58:00,0.09814571708738118
2024-05-02 16:45:00,0.10167520619736917,2024-05-02 17:36:00,0.08550173769359384
2024-05-02 17:00:00,0.11182733825830915,2024-05-02 17:38:00,0.0935254727591648
2024-05-02 17:15:00,0.13339059630667377,2024-05-02 17:39:00,0.10991895739316694
2024-05-02 17:30:00,0.11537667590420235,2024-05-02 17:47:00,0.09476335589229981
2024-05-02 17:45:00,0.1248134827391736,2024-05-02 18:11:00,0.10513994182934051
2024-05-02 18:00:00,0.12551152150101244,2024-05-02 18:12:00,0.10886522813664358
2024-05-02 18:15:00,0.1449904969191408,2024-05-02 19:15:00,0.1335326498103192
2024-05-02 18:30:00,0.10866643545792408,2024-05-02 18:45:00,0.09465297953951479
2024-05-02 18:45:00,0.13491180312012932,2024-05-02 19:03:00,0.10878888840736911
2024-05-02 19:00:00,0.10724891911690046,2024-05-02 19:26:00,0.08851046390333332
2024-05-02 19:15:00,0.1126073448914529,2024-05-02 19:36:00,0.10262997228815116
2024-05-02 19:30:00,0.1275899746219829,2024-05-02 19:34:00,0.11294569595413316
2024-05-02 19:45:00,0.14368836913378966,2024-05-02 20:20:00,0.1303680457079067
2024-05-02 20:00:00,0.15128104761131939,2024-05-02 20:30:00,0.12436934650011928
2024-05-02 20:15:00,0.11967930668166611,2024-05-02 21:10:00,0.0982752762339447
2024-05-02 20:30:00,0.11146475471297584,2024-05-02 21:15:00,0.09602221641473918
2024-05-02 20:45:00,0.10239209578169078,2024-05-02 21:06:00,0.09483404509898756
2024-05-02 21:00:00,0.14324461719277456,2024-05-02 21:17:00,0.11945938735829345
2024-05-02 21:15:00,0.10417057515970812,2024-05-02 22:14:00,0.0943078088046036
2024-05-02 21:30:00,0.14769849493557036,2024-05-02 22:19:00,0.11965001135804698
2024-05-02 21:45:00,0.12115516561251646,2024-05-02 22:31:00,0.1115012189801175
2024-05-02 22:00:00,0.1518721012865536,2024-05-02 22:38:00,0.12397939930495062
2024-05-02 22:15:00,0.13657714400112006,2024-05-02 23:13:00,0.1132609598354131
2024-05-02 22:30:00,0.13818042156018784,2024-05-02 22:59:00,0.1245841996495643
2024-05-02 22:45:00,0.1278931787428882,2024-05-02 23:43:00,0.11985409326634412
2024-05-02 23:00:00,0.1410252029929305,2024-05-02 23:15:00,0.11873136505525694
2024-05-02 23:15:00,0.13665666406800586,2024-05-02 23:33:00,0.11128436696502704
2024-05-02 23:30:00,0.1488867577522942,2024-05-02 23:45:00,0.1390076302385237
2024-05-02 23:45:00,0.13347271452984638,2024-05-03 00:40:00,0.11577991375568066
2024-05-03 00:00:00,0.12857038104849167,2024-05-03 00:18:00,0.12090213809892318
2024-05-03 00:15:00,0.1009979028528884,2024-05-03 00:52:00,0.08306238683313792
2024-05-03 00:30:00,0.11513014746786591,2024-05-03 01:16:00,0.09649881040367096
2024-05-03 00:45:00,0.13066217559052895,2024-05-03 01:19:00,0.10492964152410475
2024-05-03 01:00:00,0.14269843903578874,2024-05-03 01:30:00,0.1204101684918022
2024-05-03 01:15:00,0.11322597918867398,2024-05-03 01:28:00,0.09678195271468089
2024-05-03 01:30:00,0.11539746394164213,2024-05-03 02:27:00,0.1083607498830503
2024-05-03 01:45:00,0.14470753902872244,2024-05-03 02:10:00,0.12020905079907875
2024-05-03 02:00:00,0.1363175485273864,2024-05-03 02:51:00,0.12195454298993536
2024-05-03 02:15:00,0.15972123803636062,2024-05-03 03:12:00,0.1334330252603185
2024-05-03 02:30:00,0.13994803933319216,2024-05-03 02:42:00,0.12254328501714112
2024-05-03 02:45:00,0.10896069035182689,2024-05-03 03:15:00,0.09227549757773866
2024-05-03 03:00:00,0.14494691725197328,2024-05-03 03:10:00,0.13383882795251897
2024-05-03 03:15:00,0.1451745735114829,2024-05-03 03:58:00,0.1257414658797734
2024-05-03 03:30:00,0.11659435945818364,2024-05-03 04:25:00,0.10237541160018827
2024-05-03 03:45:00,0.1076623332108833,2024-05-03 04:07:00,0.09707916308304704
2024-05-03 04:00:00,0.10968898889105158,2024-05-03 04:01:00,0.08995233281054756
2024-05-03 04:15:00,0.11049211833399143,2024-05-03 04:16:00,0.09400210373040943
2024-05-03 04:30:00,0.13863685258376726,2024-05-03 05:11:00,0.12160950312223527
2024-05-03 04:45:00,0.10952676047538921,2024-05-03 04:54:00,0.09997744389474338
2024-05-03 05:00:00,0.13201341740335737,2024-05-03 05:56:00,0.11646928485844976
2024-05-03 05:15:00,0.10054026461101268,2024-05-03 05:24:00,0.09026403266586557
2024-05-03 05:30:00,0.1290532580516888,2024-05-03 06:16:00,0.11426904369277509
2024-05-03 05:45:00,0.15116960040608457,2024-05-03 06:08:00,0.13193603284962596
2024-05-03 06:00:00,0.12192200695634128,2024-05-03 06:14:00,0.10534950359512475
2024-05-03 06:15:00,0.10672780789019934,2024-05-03 07:12:00,0.09424632306341026
2024-05-03 06:30:00,0.1152062962562477,2024-05-03 07:27:00,0.10935730716262837
2024-05-03 06:45:00,0.14225708029497308,2024-05-03 07:29:00,0.13147071288080653
2024-05-03 07:00:00,0.156407904898993,2024-05-03 07:30:00,0.1347453466623394
2024-05-03 07:15:00,0.1315413032972319,2024-05-03 07:26:00,0.11766827991672943
2024-05-03 07:30:00,0.13909146745624262,2024-05-03 07:56:00,0.11806205610422932
2024-05-03 07:45:00,0.11917620255010469,2024-05-03 08:07:00,0.09797435007721632
2024-05-03 08:00:00,0.12512790762203563,2024-05-03 08:10:00,0.10304374982393906
2024-05-03 08:15:00,0.11491463035236327,2024-05-03 09:06:00,0.10516689355962679
2024-05-03 08:30:00,0.10979495303606977,2024-05-03 08:36:00,0.08939626143721967
2024-05-03 08:45:00,0.11121333810396178,2024-05-03 09:29:00,0.09771036649710971
2024-05-03 09:00:00,0.15984173968270668,2024-05-03 09:41:00,0.14867873655431083
2024-05-03 09:15:00,0.15136370960077994,2024-05-03 10:14:00,0.134538851130486
2024-05-03 09:30:00,0.13283478818270691,2024-05-03 09:55:00,0.11810412321971743
2024-05-03 09:45:00,0.15818514858611646,2024-05-03 10:25:00,0.13244398545626718
2024-05-03 10:00:00,0.12220252323050886,2024-05-03 10:58:00,0.10080317742059842
2024-05-03 10:15:00,0.14619911808894887,2024-05-03 11:12:00,0.12016945874340736
2024-05-03 10:30:00,0.11004124192219031,2024-05-03 10:37:00,0.0952365086127536
2024-05-03 10:45:00,0.12131316683713013,2024-05-03 11:34:00,0.1027580421013749
2024-05-03 11:00:00,0.15301627978273175,2024-05-03 11:08:00,0.13780488807667163
2024-05-03 11:15:00,0.15352307745027322,2024-05-03 11:37:00,0.13800621497356025
2024-05-03 11:30:00,0.12345739089107768,2024-05-03 11:50:00,0.10641600805155975
2024-05-03 11:45:00,0.11656817071189988,2024-05-03 12:28:00,0.10060080540409297
2024-05-03 12:00:00,0.13421534993113288,2024-05-03 12:17:00,0.11980664871536231
2024-05-03 12:15:00,0.1341623800660697,2024-05-03 12:49:00,0.10855715636541936
2024-05-03 12:30:00,0.10990378466224568,2024-05-03 13:27:00,0.08915406857244072
2024-05-03 12:45:00,0.12565535989238463,2024-05-03 13:39:00,0.1106692094179336
2024-05-03 13:00:00,0.1527915620200884,2024-05-03 13:22:00,0.14214915113939672
2024-05-03 13:15:00,0.1038657150488309,2024-05-03 13:40:00,0.08847172591803493
2024-05-03 13:30:00,0.13151544644088678,2024-05-03 14:21:00,0.11554895400389444
2024-05-03 13:45:00,0.1459759626760313,2024-05-03 14:14:00,0.13708996805196844
2024-05-03 14:00:00,0.14920651006923352,2024-05-03 14:58:00,0.12021649017813904
2024-05-03 14:15:00,0.11016370846709675,2024-05-03 14:57:00,0.09810984400074929
2024-05-03 14:30:00,0.1454647846065925,2024-05-03 15:30:00,0.13803049302358025
2024-05-03 14:45:00,0.12200391707966442,2024-05-03 15:14:00,0.11224761797207271
2024-05-03 15:00:00,0.15442891121504274,2024-05-03 15:19:00,0.13317277672579264
2024-05-03 15:15:00,0.1246007077564166,2024-05-03 15:37:00,0.10735079015274582
2024-05-03 15:30:00,0.12665334991116384,2024-05-03 16:18:00,0.10355002410292954
2024-05-03 15:45:00,0.11060707420480934,2024-05-03 16:38:00,0.10056248815243078
2024-05-03 16:00:00,0.1214356777559079,2024-05-03 16:12:00,0.10538318348143802
2024-05-03 16:15:00,0.11602734515139934,2024-05-03 16:32:00,0.09589417157354245
2024-05-03 16:30:00,0.14102727884096633,2024-05-03 17:27:00,0.12140305744205548
2024-05-03 16:45:00,0.11761547589637812,2024-05-03 16:52:00,0.10484070927320609
2024-05-03 17:00:00,0.1409896465291383,2024-05-03 17:14:00,0.12997502132131525
2024-05-03 17:15:00,0.10239602180517511,2024-05-03 17:40:00,0.09257549230474969
2024-05-03 17:30:00,0.14227713519689822,2024-05-03 17:44:00,0.1258836213486505
2024-05-03 17:45:00,0.1497115237068638,2024-05-03 18:30:00,0.13867045488143823
2024-05-03 18:00:00,0.11745407889680155,2024-05-03 18:43:00,0.10999363854347094
2024-05-03 18:15:00,0.13771706561745695,2024-05-03 18:25:00,0.12852958854009802
2024-05-03 18:30:00,0.13401381739244533,2024-05-03 18:31:00,0.11904694356132893
2024-05-03 18:45:00,0.12242920229990197,2024-05-03 19:06:00,0.09876865918444983
2024-05-03 19:00:00,0.12880946133398727,2024-05-03 19:19:00,0.11627916940418634
2024-05-03 19:15:00,0.10934640548889119,2024-05-03 19:24:00,0.09129907732585194
2024-05-03 19:30:00,0.1315267806834812,2024-05-03 20:16:00,0.11931565295022686
2024-05-03 19:45:00,0.1383724732888275,2024-05-03 19:53:00,0.12249623558953991
2024-05-03 20:00:00,0.14399963079202785,2024-05-03 20:35:00,0.1355404676458677
2024-05-03 20:15:00,0.15005517892867587,2024-05-03 20:30:00,0.14148318397828494
2024-05-03 20:30:00,0.13513212355380733,2024-05-03 20:31:00,0.12249012565083423
2024-05-03 20:45:00,0.14511706732704305,2024-05-03 21:23:00,0.11967045455453341
2024-05-03 21:00:00,0.11862019364078186,2024-05-03 21:48:00,0.098121274274765
2024-05-03 21:15:00,0.10621600136049444,2024-05-03 22:07:00,0.08516804561075252
2024-05-03 21:30:00,0.11511363200841448,2024-05-03 22:23:00,0.10174579556240583
2024-05-03 21:45:00,0.11838665378874665,2024-05-03 22:26:00,0.09729367175513517
2024-05-03 22:00:00,0.10045354301776678,2024-05-03 22:45:00,0.08593835576872498
2024-05-03 22:15:00,0.13326071954535434,2024-05-03 22:27:00,0.10962369554371344
2024-05-03 22:30:00,0.10836833431916601,2024-05-03 22:53:00,0.08909208423028234
2024-05-03 22:45:00,0.13156964412959732,2024-05-03 23:26:00,0.10611765218127353
2024-05-03 23:00:00,0.10240687488487435,2024-05-03 23:16:00,0.09209311086536928
2024-05-03 23:15:00,0.1348408356457723,2024-05-03 23:47:00,0.12222832604454571
2024-05-03 23:30:00,0.1302598811618073,2024-05-04 00:10:00,0.12302508896582212
2024-05-03 23:45:00,0.15122594154970329,2024-05-04 00:40:00,0.1303895098195287
2024-05-04 00:00:00,0.12227304443600406,2024-05-04 00:58:00,0.10693694877416114
2024-05-04 00:15:00,0.12894950220330123,2024-05-04 00:25:00,0.10396730303977655
2024-05-04 00:30:00,0.13288401786673543,2024-05-04 00:43:00,0.11976132643916751
2024-05-04 00:45:00,0.14059668764016617,2024-05-04 01:20:00,0.13163692141768438
2024-05-04 01:00:00,0.15133587026564702,2024-05-04 01:08:00,0.12745242186627345
2024-05-04 01:15:00,0.1480840272688346,2024-05-04 01:28:00,0.12551453227232523
2024-05-04 01:30:00,0.13998319564437006,2024-05-04 02:08:00,0.1326682098103429
2024-05-04 01:45:00,0.10552128212583411,2024-05-04 02:13:00,0.0947669391027366
2024-05-04 02:00:00,0.1595735318997303,2024-05-04 02:52:00,0.1307951949248231
2024-05-04 02:15:00,0.1374988366809431,2024-05-04 03:10:00,0.11026956073097714
2024-05-04 02:30:00,0.15363253062851473,2024-05-04 02:51:00,0.141065310348006
2024-05-04 02:45:00,0.10443297781107044,2024-05-04 03:24:00,0.09199337827748082
2024-05-04 03:00:00,0.10958535503470557,2024-05-04 03:47:00,0.09559444787120948
2024-05-04 03:15:00,0.13691716543285154,2024-05-04 04:14:00,0.11108362097049061
2024-05-04 03:30:00,0.11240766850415844,2024-05-04 04:20:00,0.10187795942065356
2024-05-04 03:45:00,0.14508933421028297,2024-05-04 03:55:00,0.13478244699914638
2024-05-04 04:00:00,0.1450294885223716,2024-05-04 04:58:00,0.13080259861607219
2024-05-04 04:15:00,0.14816456188777813,2024-05-04 04:33:00,0.12728846231946933
2024-05-04 04:30:00,0.15204750996964275,2024-05-04 05:16:00,0.14186125755498016
2024-05-04 04:45:00,0.15148739016074586,2024-05-04 05:29:00,0.1322030551071356
2024-05-04 05:00:00,0.13678049797940156,2024-05-04 05:29:00,0.11940340354206803
2024-05-04 05:15:00,0.13560301035292416,2024-05-04 05:21:00,0.11495195547573538
2024-05-04 05:30:00,0.10293871352230356,2024-05-04 05:34:00,0.08296671863366123
2024-05-04 05:45:00,0.15783339569866112,2024-05-04 06:26:00,0.13729791724885723
2024-05-04 06:00:00,0.1342656138394709,2024-05-04 06:31:00,0.11276847738679671
2024-05-04 06:15:00,0.15285230147177564,2024-05-04 06:38:00,0.14065141374365986
2024-05-04 06:30:00,0.11778613810585917,2024-05-04 06:55:00,0.0955753568503364
2024-05-04 06:45:00,0.12078194554349314,2024-05-04 07:38:00,0.09994464247329371
2024-05-04 07:00:00,0.12934493666540087,2024-05-04 07:04:00,0.11825738593969559
